geometry,raster_val,area_feet,area_acres,size_category
"POLYGON ((2992654 1877760, 2992654 1877759, 2992655 1877759, 2992655 1877758, 2992654 1877758, 2992654 1877756, 2992656 1877756, 2992656 1877760, 2992654 1877760))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992375 1877757, 2992375 1877756, 2992376 1877756, 2992376 1877757, 2992375 1877757))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992640 1877757, 2992640 1877756, 2992641 1877756, 2992641 1877757, 2992640 1877757))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992407 1877756, 2992407 1877755, 2992408 1877755, 2992408 1877756, 2992407 1877756))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992582 1877756, 2992582 1877755, 2992583 1877755, 2992583 1877756, 2992582 1877756))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992409 1877757, 2992409 1877756, 2992411 1877756, 2992411 1877754, 2992414 1877754, 2992414 1877755, 2992412 1877755, 2992412 1877757, 2992409 1877757))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992471 1877757, 2992471 1877754, 2992473 1877754, 2992473 1877756, 2992472 1877756, 2992472 1877757, 2992471 1877757))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992645 1877755, 2992645 1877753, 2992646 1877753, 2992646 1877754, 2992648 1877754, 2992648 1877755, 2992645 1877755))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992653 1877755, 2992653 1877754, 2992652 1877754, 2992652 1877753, 2992654 1877753, 2992654 1877755, 2992653 1877755))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992651 1877753, 2992651 1877752, 2992652 1877752, 2992652 1877753, 2992651 1877753))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992941 1877753, 2992941 1877752, 2992942 1877752, 2992942 1877753, 2992941 1877753))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992468 1877752, 2992468 1877751, 2992469 1877751, 2992469 1877752, 2992468 1877752))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992930 1877752, 2992930 1877751, 2992931 1877751, 2992931 1877752, 2992930 1877752))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992415 1877754, 2992415 1877753, 2992414 1877753, 2992414 1877752, 2992415 1877752, 2992415 1877750, 2992416 1877750, 2992416 1877751, 2992417 1877751, 2992417 1877752, 2992418 1877752, 2992418 1877753, 2992417 1877753, 2992417 1877754, 2992415 1877754))",1.0,9.0,0.00020661157024793388,1/8 acre
"POLYGON ((2992580 1877753, 2992580 1877752, 2992579 1877752, 2992579 1877750, 2992581 1877750, 2992581 1877752, 2992582 1877752, 2992582 1877753, 2992580 1877753))",1.0,6.0,0.0001377410468319559,1/8 acre
"POLYGON ((2992473 1877751, 2992473 1877750, 2992474 1877750, 2992474 1877751, 2992473 1877751))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992705 1877751, 2992705 1877750, 2992706 1877750, 2992706 1877751, 2992705 1877751))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992649 1877752, 2992649 1877749, 2992650 1877749, 2992650 1877751, 2992651 1877751, 2992651 1877752, 2992649 1877752))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992414 1877750, 2992414 1877749, 2992415 1877749, 2992415 1877750, 2992414 1877750))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992416 1877750, 2992416 1877749, 2992418 1877749, 2992418 1877750, 2992416 1877750))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992635 1877756, 2992635 1877752, 2992636 1877752, 2992636 1877750, 2992637 1877750, 2992637 1877748, 2992639 1877748, 2992639 1877749, 2992640 1877749, 2992640 1877750, 2992641 1877750, 2992641 1877751, 2992642 1877751, 2992642 1877753, 2992641 1877753, 2992641 1877754, 2992640 1877754, 2992640 1877755, 2992639 1877755, 2992639 1877756, 2992638 1877756, 2992638 1877755, 2992637 1877755, 2992637 1877756, 2992635 1877756))",1.0,37.0,0.0008494031221303949,1/8 acre
"POLYGON ((2992473 1877748, 2992473 1877747, 2992474 1877747, 2992474 1877748, 2992473 1877748))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992706 1877748, 2992706 1877747, 2992707 1877747, 2992707 1877748, 2992706 1877748))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992706 1877746, 2992706 1877745, 2992708 1877745, 2992708 1877746, 2992706 1877746))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992904 1877746, 2992904 1877745, 2992905 1877745, 2992905 1877746, 2992904 1877746))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992451 1877744, 2992451 1877743, 2992452 1877743, 2992452 1877744, 2992451 1877744))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992669 1877751, 2992669 1877749, 2992667 1877749, 2992667 1877748, 2992665 1877748, 2992665 1877746, 2992664 1877746, 2992664 1877745, 2992663 1877745, 2992663 1877744, 2992662 1877744, 2992662 1877742, 2992667 1877742, 2992667 1877745, 2992668 1877745, 2992668 1877746, 2992669 1877746, 2992669 1877747, 2992670 1877747, 2992670 1877748, 2992672 1877748, 2992672 1877750, 2992671 1877750, 2992671 1877751, 2992669 1877751))",1.0,37.0,0.0008494031221303949,1/8 acre
"POLYGON ((2992573 1877742, 2992573 1877741, 2992574 1877741, 2992574 1877742, 2992573 1877742))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992618 1877742, 2992618 1877741, 2992620 1877741, 2992620 1877742, 2992618 1877742))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992916 1877742, 2992916 1877741, 2992917 1877741, 2992917 1877742, 2992916 1877742))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992618 1877740, 2992618 1877739, 2992619 1877739, 2992619 1877740, 2992618 1877740))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992620 1877740, 2992620 1877739, 2992621 1877739, 2992621 1877740, 2992620 1877740))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992705 1877740, 2992705 1877739, 2992706 1877739, 2992706 1877740, 2992705 1877740))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992481 1877740, 2992481 1877738, 2992482 1877738, 2992482 1877740, 2992481 1877740))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992709 1877735, 2992709 1877733, 2992710 1877733, 2992710 1877735, 2992709 1877735))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992707 1877734, 2992707 1877733, 2992708 1877733, 2992708 1877734, 2992707 1877734))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992363 1877733, 2992363 1877732, 2992364 1877732, 2992364 1877733, 2992363 1877733))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992281 1877731, 2992281 1877730, 2992282 1877730, 2992282 1877731, 2992281 1877731))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992688 1877731, 2992688 1877730, 2992689 1877730, 2992689 1877731, 2992688 1877731))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992690 1877731, 2992690 1877729, 2992691 1877729, 2992691 1877731, 2992690 1877731))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992358 1877730, 2992358 1877729, 2992359 1877729, 2992359 1877730, 2992358 1877730))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992355 1877736, 2992355 1877735, 2992354 1877735, 2992354 1877734, 2992353 1877734, 2992353 1877733, 2992354 1877733, 2992354 1877731, 2992352 1877731, 2992352 1877730, 2992351 1877730, 2992351 1877729, 2992350 1877729, 2992350 1877731, 2992348 1877731, 2992348 1877728, 2992349 1877728, 2992349 1877727, 2992351 1877727, 2992351 1877728, 2992356 1877728, 2992356 1877729, 2992357 1877729, 2992357 1877730, 2992358 1877730, 2992358 1877732, 2992359 1877732, 2992359 1877733, 2992360 1877733, 2992360 1877730, 2992361 1877730, 2992361 1877731, 2992362 1877731, 2992362 1877734, 2992361 1877734, 2992361 1877736, 2992358 1877736, 2992358 1877735, 2992356 1877735, 2992356 1877736, 2992355 1877736))",1.0,60.0,0.0013774104683195593,1/8 acre
"POLYGON ((2992688 1877729, 2992688 1877727, 2992689 1877727, 2992689 1877729, 2992688 1877729))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992361 1877728, 2992361 1877727, 2992362 1877727, 2992362 1877728, 2992361 1877728))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992352 1877727, 2992352 1877726, 2992353 1877726, 2992353 1877727, 2992352 1877727))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992565 1877727, 2992565 1877726, 2992566 1877726, 2992566 1877727, 2992565 1877727))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992692 1877730, 2992692 1877728, 2992690 1877728, 2992690 1877727, 2992689 1877727, 2992689 1877726, 2992694 1877726, 2992694 1877727, 2992693 1877727, 2992693 1877728, 2992694 1877728, 2992694 1877729, 2992693 1877729, 2992693 1877730, 2992692 1877730))",1.0,11.0,0.0002525252525252525,1/8 acre
"POLYGON ((2992697 1877726, 2992697 1877725, 2992698 1877725, 2992698 1877726, 2992697 1877726))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992342 1877730, 2992342 1877728, 2992343 1877728, 2992343 1877725, 2992344 1877725, 2992344 1877724, 2992345 1877724, 2992345 1877729, 2992344 1877729, 2992344 1877730, 2992342 1877730))",1.0,12.0,0.0002754820936639118,1/8 acre
"POLYGON ((2992696 1877725, 2992696 1877723, 2992697 1877723, 2992697 1877725, 2992696 1877725))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992279 1877724, 2992279 1877723, 2992280 1877723, 2992280 1877724, 2992279 1877724))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992677 1877736, 2992677 1877734, 2992674 1877734, 2992674 1877733, 2992673 1877733, 2992673 1877732, 2992674 1877732, 2992674 1877731, 2992675 1877731, 2992675 1877729, 2992676 1877729, 2992676 1877728, 2992677 1877728, 2992677 1877727, 2992676 1877727, 2992676 1877726, 2992675 1877726, 2992675 1877725, 2992673 1877725, 2992673 1877724, 2992675 1877724, 2992675 1877723, 2992678 1877723, 2992678 1877722, 2992679 1877722, 2992679 1877723, 2992682 1877723, 2992682 1877724, 2992684 1877724, 2992684 1877723, 2992685 1877723, 2992685 1877724, 2992686 1877724, 2992686 1877725, 2992685 1877725, 2992685 1877726, 2992687 1877726, 2992687 1877727, 2992684 1877727, 2992684 1877728, 2992683 1877728, 2992683 1877729, 2992682 1877729, 2992682 1877730, 2992681 1877730, 2992681 1877734, 2992682 1877734, 2992682 1877735, 2992680 1877735, 2992680 1877736, 2992677 1877736))",1.0,100.0,0.002295684113865932,1/8 acre
"POLYGON ((2992620 1877724, 2992620 1877722, 2992621 1877722, 2992621 1877723, 2992622 1877723, 2992622 1877724, 2992620 1877724))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992715 1877723, 2992715 1877722, 2992716 1877722, 2992716 1877723, 2992715 1877723))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992700 1877724, 2992700 1877722, 2992699 1877722, 2992699 1877721, 2992700 1877721, 2992700 1877720, 2992701 1877720, 2992701 1877721, 2992702 1877721, 2992702 1877723, 2992701 1877723, 2992701 1877724, 2992700 1877724))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992381 1877721, 2992381 1877720, 2992382 1877720, 2992382 1877721, 2992381 1877721))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992668 1877732, 2992668 1877731, 2992667 1877731, 2992667 1877730, 2992662 1877730, 2992662 1877728, 2992663 1877728, 2992663 1877726, 2992664 1877726, 2992664 1877725, 2992665 1877725, 2992665 1877722, 2992664 1877722, 2992664 1877721, 2992665 1877721, 2992665 1877720, 2992666 1877720, 2992666 1877719, 2992670 1877719, 2992670 1877722, 2992671 1877722, 2992671 1877724, 2992670 1877724, 2992670 1877726, 2992669 1877726, 2992669 1877728, 2992670 1877728, 2992670 1877730, 2992671 1877730, 2992671 1877731, 2992672 1877731, 2992672 1877732, 2992668 1877732))",1.0,74.0,0.0016988062442607897,1/8 acre
"POLYGON ((2992706 1877725, 2992706 1877724, 2992704 1877724, 2992704 1877723, 2992703 1877723, 2992703 1877722, 2992704 1877722, 2992704 1877721, 2992705 1877721, 2992705 1877720, 2992708 1877720, 2992708 1877719, 2992709 1877719, 2992709 1877718, 2992710 1877718, 2992710 1877719, 2992711 1877719, 2992711 1877718, 2992712 1877718, 2992712 1877719, 2992714 1877719, 2992714 1877720, 2992715 1877720, 2992715 1877722, 2992711 1877722, 2992711 1877721, 2992708 1877721, 2992708 1877724, 2992707 1877724, 2992707 1877725, 2992706 1877725))",1.0,36.0,0.0008264462809917355,1/8 acre
"POLYGON ((2992560 1877722, 2992560 1877719, 2992559 1877719, 2992559 1877717, 2992564 1877717, 2992564 1877716, 2992565 1877716, 2992565 1877717, 2992566 1877717, 2992566 1877718, 2992565 1877718, 2992565 1877720, 2992564 1877720, 2992564 1877721, 2992563 1877721, 2992563 1877722, 2992562 1877722, 2992562 1877721, 2992561 1877721, 2992561 1877722, 2992560 1877722))",1.0,25.0,0.000573921028466483,1/8 acre
"POLYGON ((2992342 1877717, 2992342 1877716, 2992343 1877716, 2992343 1877717, 2992342 1877717))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992340 1877717, 2992340 1877715, 2992342 1877715, 2992342 1877716, 2992341 1877716, 2992341 1877717, 2992340 1877717))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992656 1877716, 2992656 1877715, 2992657 1877715, 2992657 1877716, 2992656 1877716))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992582 1877716, 2992582 1877715, 2992580 1877715, 2992580 1877712, 2992581 1877712, 2992581 1877713, 2992582 1877713, 2992582 1877714, 2992583 1877714, 2992583 1877713, 2992584 1877713, 2992584 1877716, 2992582 1877716))",1.0,10.0,0.0002295684113865932,1/8 acre
"POLYGON ((2992633 1877737, 2992633 1877736, 2992632 1877736, 2992632 1877735, 2992629 1877735, 2992629 1877736, 2992627 1877736, 2992627 1877734, 2992628 1877734, 2992628 1877733, 2992626 1877733, 2992626 1877732, 2992625 1877732, 2992625 1877730, 2992624 1877730, 2992624 1877726, 2992625 1877726, 2992625 1877724, 2992626 1877724, 2992626 1877720, 2992627 1877720, 2992627 1877719, 2992629 1877719, 2992629 1877720, 2992630 1877720, 2992630 1877721, 2992631 1877721, 2992631 1877725, 2992632 1877725, 2992632 1877724, 2992635 1877724, 2992635 1877726, 2992636 1877726, 2992636 1877724, 2992637 1877724, 2992637 1877722, 2992638 1877722, 2992638 1877721, 2992640 1877721, 2992640 1877720, 2992639 1877720, 2992639 1877719, 2992638 1877719, 2992638 1877718, 2992639 1877718, 2992639 1877717, 2992646 1877717, 2992646 1877716, 2992647 1877716, 2992647 1877714, 2992646 1877714, 2992646 1877713, 2992647 1877713, 2992647 1877711, 2992646 1877711, 2992646 1877709, 2992650 1877709, 2992650 1877710, 2992649 1877710, 2992649 1877711, 2992650 1877711, 2992650 1877712, 2992655 1877712, 2992655 1877717, 2992652 1877717, 2992652 1877721, 2992651 1877721, 2992651 1877725, 2992653 1877725, 2992653 1877726, 2992654 1877726, 2992654 1877728, 2992649 1877728, 2992649 1877729, 2992648 1877729, 2992648 1877730, 2992647 1877730, 2992647 1877731, 2992640 1877731, 2992640 1877732, 2992638 1877732, 2992638 1877733, 2992637 1877733, 2992637 1877734, 2992634 1877734, 2992634 1877737, 2992633 1877737))",1.0,396.0,0.00909090909090909,1/8 acre
"POLYGON ((2992612 1877708, 2992612 1877707, 2992613 1877707, 2992613 1877708, 2992612 1877708))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992646 1877708, 2992646 1877707, 2992647 1877707, 2992647 1877708, 2992646 1877708))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992636 1877715, 2992636 1877714, 2992635 1877714, 2992635 1877713, 2992634 1877713, 2992634 1877712, 2992631 1877712, 2992631 1877711, 2992632 1877711, 2992632 1877710, 2992634 1877710, 2992634 1877709, 2992636 1877709, 2992636 1877708, 2992637 1877708, 2992637 1877707, 2992639 1877707, 2992639 1877706, 2992644 1877706, 2992644 1877707, 2992641 1877707, 2992641 1877708, 2992642 1877708, 2992642 1877710, 2992643 1877710, 2992643 1877711, 2992642 1877711, 2992642 1877712, 2992641 1877712, 2992641 1877714, 2992640 1877714, 2992640 1877715, 2992636 1877715))",1.0,62.0,0.001423324150596878,1/8 acre
"POLYGON ((2992602 1877715, 2992602 1877714, 2992601 1877714, 2992601 1877712, 2992600 1877712, 2992600 1877711, 2992599 1877711, 2992599 1877710, 2992600 1877710, 2992600 1877709, 2992605 1877709, 2992605 1877706, 2992609 1877706, 2992609 1877707, 2992611 1877707, 2992611 1877708, 2992612 1877708, 2992612 1877709, 2992609 1877709, 2992609 1877710, 2992610 1877710, 2992610 1877711, 2992609 1877711, 2992609 1877714, 2992607 1877714, 2992607 1877715, 2992602 1877715))",1.0,67.0,0.0015381083562901745,1/8 acre
"POLYGON ((2992319 1877707, 2992319 1877706, 2992320 1877706, 2992320 1877707, 2992319 1877707))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992297 1877705, 2992297 1877704, 2992299 1877704, 2992299 1877705, 2992297 1877705))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992339 1877705, 2992339 1877704, 2992340 1877704, 2992340 1877705, 2992339 1877705))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992276 1877702, 2992276 1877701, 2992277 1877701, 2992277 1877702, 2992276 1877702))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992565 1877702, 2992565 1877701, 2992566 1877701, 2992566 1877702, 2992565 1877702))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992945 1877702, 2992945 1877701, 2992946 1877701, 2992946 1877702, 2992945 1877702))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992666 1877708, 2992666 1877707, 2992667 1877707, 2992667 1877703, 2992664 1877703, 2992664 1877702, 2992665 1877702, 2992665 1877701, 2992666 1877701, 2992666 1877700, 2992669 1877700, 2992669 1877704, 2992672 1877704, 2992672 1877706, 2992669 1877706, 2992669 1877707, 2992668 1877707, 2992668 1877708, 2992666 1877708))",1.0,28.0,0.0006427915518824609,1/8 acre
"POLYGON ((2992633 1877707, 2992633 1877706, 2992631 1877706, 2992631 1877705, 2992630 1877705, 2992630 1877704, 2992629 1877704, 2992629 1877703, 2992631 1877703, 2992631 1877702, 2992633 1877702, 2992633 1877700, 2992634 1877700, 2992634 1877699, 2992635 1877699, 2992635 1877701, 2992634 1877701, 2992634 1877707, 2992633 1877707))",1.0,20.0,0.0004591368227731864,1/8 acre
"POLYGON ((2992932 1877698, 2992932 1877697, 2992933 1877697, 2992933 1877698, 2992932 1877698))",1.0,1.0,2.295684113865932e-05,1/8 acre
